NEIGHBORHOOD,OVERALLQUAL,EXTERQUAL,BSMTQUAL,HEATINGQC,GRLIVAREA,KITCHENQUAL,TOTRMSABVGRD,GARAGEYRBLT,GARAGEFINISH,ENCLOSEDPORCH,TOTALLIVINGSF,HOUSE_AGE,REMODEL_AGE,GARAGE_PROXY,BATHROOM_INDEX,TOTALPORCHSF,HASBASEMENT,HASGARAGE,HASFIREPLACE,FOUNDATION_CBLOCK,FOUNDATION_PCONC,EXTERIOR1ST_METALSD,EXTERIOR1ST_OTHER,EXTERIOR1ST_PLYWOOD,EXTERIOR1ST_VINYLSD,EXTERIOR1ST_WD SDNG,GARAGETYPE_DETCHD,GARAGETYPE_OTHER,SALETYPE_CON,SALETYPE_NEW,SALETYPE_WD,SALEPRICE
0.48770856099817333,0.5457903531928573,0.9326427425370881,0.49655084566357416,0.8131559960311325,0.5179083500133843,0.6347837425504835,0.9497901088083216,0.9144355327359327,0.12737469921318934,0.0,0.03224311746257754,-0.9260074953157834,-0.7808095599854152,0.33473297305952376,1.5112240466731537,0.557739513121448,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.24769911637256
1.1447191194195856,-0.23411162436696228,-0.8216138446160057,0.49655084566357416,0.8131559960311325,-0.47499957961435635,-0.9358444884580962,-0.3438895221547373,-0.27993414222188273,0.12737469921318934,0.0,-0.031068723899943793,0.06695486196879985,0.5718598602772874,0.07915683245751767,-0.07305443258799141,-1.339144166986349,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.109016442313738
0.48770856099817333,0.5457903531928573,0.9326427425370881,0.49655084566357416,0.8131559960311325,0.6600483444717783,0.6347837425504835,-0.3438895221547373,0.8259637049612797,0.12737469921318934,0.0,0.23604310385107136,-0.8496257755246616,-0.7287838130522344,0.4864490712517781,1.5112240466731537,0.38955144877338027,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.317171167298682
1.801729677840998,1.325692330752677,0.9326427425370881,0.49655084566357416,0.8131559960311325,1.3385765468736097,0.6347837425504835,1.5966299242898512,0.7817277910739532,0.12737469921318934,0.0,1.0470761386839735,-0.8114349156291006,-0.6247323191858727,1.5438259675817432,1.5112240466731537,0.7027550973999275,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.429220196836383
0.9804664798142325,1.325692330752677,0.9326427425370881,2.001167928687993,0.8131559960311325,0.48718046347635763,0.6347837425504835,0.3029502933267922,0.9586714466232592,0.12737469921318934,0.0,1.0893068131636725,-1.0023892151069052,-0.9368868007849579,0.5521975825809778,0.7190848070425812,0.5270873055391385,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.634606283893019
-1.4833231142660637,-1.0140136019267818,-0.8216138446160057,-1.0080662373608447,0.8131559960311325,-0.9930010601165687,-0.9358444884580962,-0.9907293376362668,-1.916662956052963,0.12737469921318934,0.0,-0.7954683714063381,1.5182075380001137,1.9765550274731711,-2.109537753499264,-0.8651936722185639,-0.5994259447483176,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.678448377988165
-0.9905651954500044,-1.0140136019267818,-0.8216138446160057,-1.0080662373608447,0.8131559960311325,-1.1072281380748787,-0.9358444884580962,-0.9907293376362668,-0.7665291949824743,-1.1083833475393314,0.0,-0.7732737081623442,0.5252451807155305,1.196168823475458,-1.1955737618349493,-0.8651936722185639,-1.339144166986349,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.771443882099637
1.637477038235645,2.1055943083124964,2.686899329690182,2.001167928687993,0.8131559960311325,1.520804265506258,2.2054119735590634,2.89030955525291,1.0029073605105856,1.3631327459657099,0.0,1.222062430302843,-1.078770934898027,-1.0409382946513197,1.357714271259547,2.303363286303726,0.08153842710167823,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12.75130259456002
-0.9905651954500044,-1.0140136019267818,-0.8216138446160057,-1.0080662373608447,-1.3435599071113913,-1.5363315115105338,-0.9358444884580962,-1.6375691531177963,-0.8992369366444537,-1.1083833475393314,0.0,-1.2770583537556974,0.6398177604022133,1.3522460642750005,-1.322394425349484,-0.8651936722185639,1.0398803661356466,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.87757552297847
0.48770856099817333,0.5457903531928573,0.9326427425370881,0.49655084566357416,0.8131559960311325,0.07653835645760969,0.6347837425504835,0.3029502933267922,1.047143274397912,0.12737469921318934,0.0,0.6163625536761602,-1.078770934898027,-1.0409382946513197,1.5507992634340966,-0.07305443258799141,0.28161617305954056,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.540761149388421
